代码	名称	流通股(亿)
600593	大连圣亚	1.29
300659	中孚信息	1.28
000803	*ST金宇	1.28
300772	运达股份	1.28
300223	北京君正	1.27
300645	正元智慧	1.27
300275	梅安森	1.26
300537	广信材料	1.25
603317	天味食品	1.25
300638	广和通	1.25
300478	杭州高新	1.25
002767	先锋电子	1.25
603915	国茂股份	1.25
600475	华光环能	1.25
603268	松发股份	1.24
002833	弘亚数控	1.23
002810	山东赫达	1.23
300660	江苏雷利	1.23
002728	特一药业	1.22
002920	德赛西威	1.22
300491	通合科技	1.22
600671	*ST目药	1.22
300380	安硕信息	1.21
603602	纵横通信	1.21
603613	国联股份	1.2
603776	永安行	1.2
603238	诺邦股份	1.2
300653	正海生物	1.2
300758	七彩化学	1.2
603278	大业股份	1.2
300761	立华股份	1.19
002900	哈三联	1.19
300578	会畅通讯	1.19
002845	同兴达	1.19
002908	德生科技	1.19
300755	华致酒行	1.19
603121	华培动力	1.19
002779	中坚科技	1.18
603187	海容冷链	1.18
688165	埃夫特	1.18
300626	华瑞股份	1.17
002751	易尚展示	1.17
002835	同为股份	1.17
300522	世名科技	1.17
300445	康斯特	1.17
002865	钧达股份	1.17
603321	梅轮电梯	1.16
300487	蓝晓科技	1.16
300741	华宝股份	1.16
300562	乐心医疗	1.16
300611	美力科技	1.15
603809	豪能股份	1.15
300548	博创科技	1.15
300608	思特奇	1.15
300489	中飞股份	1.14
300519	新光药业	1.14
603587	地素时尚	1.14
002848	高斯贝尔	1.14
603083	剑桥科技	1.14
603477	振静股份	1.14
603912	佳力图	1.13
002873	新天药业	1.13
300539	横河模具	1.13
603955	大千生态	1.13
603269	海鸥股份	1.13
300436	广生堂	1.12
603031	安德利	1.12
300473	德尔股份	1.12
002847	盐津铺子	1.11
300566	激智科技	1.11
603127	昭衍新药	1.11
603199	九华旅游	1.11
300610	晨化股份	1.11
002893	华通热力	1.11
300726	宏达电子	1.1
603330	上海天洋	1.09
300636	同和药业	1.09
300640	德艺文创	1.09
300371	汇中股份	1.09
603863	松炀资源	1.09
002780	三夫户外	1.09
002902	铭普光磁	1.08
300762	上海瀚讯	1.08
300246	宝莱特	1.08
002866	传艺科技	1.07
603880	南卫股份	1.07
601869	长飞光纤	1.07
300782	卓胜微	1.06
300235	方直科技	1.06
300504	天邑股份	1.05
603208	江山欧派	1.05
002935	天奥电子	1.05
300765	新诺威	1.05
300588	熙菱信息	1.05
603319	湘油泵	1.05
603037	凯众股份	1.05
300552	万集科技	1.04
300622	博士眼镜	1.04
002952	亚世光电	1.04
300577	开润股份	1.04
300598	诚迈科技	1.04
300684	中石科技	1.04
002909	集泰股份	1.04
603700	宁水集团	1.03
300605	恒锋信息	1.03
603040	新坐标	1.03
603327	福蓉科技	1.02
300738	奥飞数据	1.02
300703	创源文化	1.02
002806	华锋股份	1.02
688106	金宏气体	1.02
300692	中环环保	1.02
002885	京泉华	1.01
300580	贝斯特	1.01
300492	华图山鼎	1.01
002891	中宠股份	1
603200	上海洗霸	1
603090	宏盛股份	1
603139	康惠制药	1
300612	宣亚国际	1
300549	优德精密	1
300442	普丽盛	0.99
300691	联合光电	0.99
300705	九典制药	0.99
603823	百合花	0.98
300747	锐科激光	0.98
300669	沪宁股份	0.98
300533	冰川网络	0.98
600137	浪莎股份	0.97
300585	奥联电子	0.97
300725	药石科技	0.97
300530	达志科技	0.97
002805	丰元股份	0.97
002816	和科达	0.97
002817	黄山胶囊	0.97
688066	航天宏图	0.96
300571	平治信息	0.96
000526	紫光学大	0.96
002937	兴瑞科技	0.96
300667	必创科技	0.96
603970	中农立华	0.96
002858	力盛赛车	0.95
688006	杭可科技	0.95
002969	嘉美包装	0.95
002853	皮阿诺	0.95
300592	华凯创意	0.95
300593	新雷能	0.95
603045	福达合金	0.95
300716	国立科技	0.95
300589	江龙船艇	0.95
002849	威星智能	0.95
603682	锦和商业	0.95
300687	赛意信息	0.94
603068	博通集成	0.94
002905	金逸影视	0.94
002927	泰永长征	0.94
603029	天鹅股份	0.93
603729	龙韵股份	0.93
002824	和胜股份	0.93
603180	金牌厨柜	0.93
300069	金利华电	0.92
002857	三晖电气	0.92
300462	华铭智能	0.92
002955	鸿合科技	0.92
300708	聚灿光电	0.91
603856	东宏股份	0.91
603416	信捷电气	0.91
688505	复旦张江	0.91
688015	交控科技	0.91
603356	华菱精工	0.9
002889	东方嘉盛	0.9
603466	风语筑	0.9
603697	有友食品	0.9
300686	智动力	0.9
002883	中设股份	0.89
002778	高科石化	0.89
002895	川恒股份	0.89
300620	光库科技	0.89
603053	成都燃气	0.89
603578	三星新材	0.89
603365	水星家纺	0.89
300658	延江股份	0.89
603516	淳中科技	0.88
688586	江航装备	0.88
603286	日盈电子	0.88
603390	通达电气	0.88
603956	威派格	0.88
300665	飞鹿股份	0.88
002825	纳尔股份	0.88
300680	隆盛科技	0.87
603080	新疆火炬	0.87
300615	欣天科技	0.87
002715	登云股份	0.87
300540	深冷股份	0.87
002949	华阳国际	0.86
300483	沃施股份	0.86
300749	顶固集创	0.86
300556	丝路视觉	0.86
300830	金现代	0.86
300767	震安科技	0.86
300635	中达安	0.86
300654	世纪天鸿	0.85
300501	海顺新材	0.85
300673	佩蒂股份	0.85
002886	沃特股份	0.85
603867	新化股份	0.85
300730	科创信息	0.84
300535	达威股份	0.84
000004	国农科技	0.84
300546	雄帝科技	0.84
603590	康辰药业	0.83
002789	建艺集团	0.83
300583	赛托生物	0.83
300731	科创新源	0.83
002912	中新赛克	0.83
300321	同大股份	0.83
300505	川金诺	0.82
603348	文灿股份	0.82
300575	中旗股份	0.81
603982	泉峰汽车	0.81
002917	金奥博	0.81
603507	振江股份	0.8
300631	久吾高科	0.8
603917	合力科技	0.8
688101	三达膜	0.8
300831	派瑞股份	0.8
300736	百邦科技	0.8
300624	万兴科技	0.8
002899	英派斯	0.79
603301	振德医疗	0.79
605166	聚合顺	0.79
300648	星云股份	0.79
300712	永福股份	0.78
300715	凯伦股份	0.78
603214	爱婴室	0.78
002876	三利谱	0.78
300538	同益股份	0.77
300652	雷迪克	0.77
300576	容大感光	0.77
603983	丸美股份	0.77
300354	东华测试	0.77
300707	威唐工业	0.77
002929	润建股份	0.77
300825	阿尔特	0.76
603978	深圳新星	0.76
688139	海尔生物	0.76
688036	传音控股	0.76
002735	王子新材	0.76
603937	丽岛新材	0.76
002875	安奈儿	0.76
300417	南华仪器	0.76
002801	微光股份	0.76
605001	威奥股份	0.76
300613	富瀚微	0.75
300696	爱乐达	0.75
603991	至正股份	0.75
603739	蔚蓝生物	0.74
603103	横店影视	0.74
002856	美芝股份	0.74
002910	庄园牧场	0.74
300642	透景生命	0.74
300709	精研科技	0.74
300771	智莱科技	0.74
300656	民德电子	0.74
603822	嘉澳环保	0.73
300545	联得装备	0.73
002760	凤形股份	0.73
603829	洛凯股份	0.72
300649	杭州园林	0.72
603444	吉比特	0.72
002951	金时科技	0.72
002800	天顺股份	0.71
688003	天准科技	0.71
603848	好太太	0.71
603236	移远通信	0.71
688111	金山办公	0.71
300693	盛弘股份	0.7
300739	明阳电路	0.7
603093	南华期货	0.7
300461	田中精机	0.7
002956	西麦食品	0.7
603161	科华控股	0.69
688561	奇安信	0.69
300779	惠城环保	0.69
603378	亚士创能	0.69
300651	金陵体育	0.69
688180	君实生物	0.68
002861	瀛通通讯	0.68
603607	京华激光	0.68
688518	联赢激光	0.68
603713	密尔克卫	0.68
300594	朗进科技	0.68
300733	西菱动力	0.68
688299	长阳科技	0.68
300746	汉嘉设计	0.68
002897	意华股份	0.68
300617	安靠智电	0.67
603908	牧高笛	0.67
300793	佳禾智能	0.67
603860	中公高科	0.67
002729	好利来	0.67
603967	中创物流	0.67
002830	名雕股份	0.67
002718	友邦吊顶	0.66
603535	嘉诚国际	0.66
002903	宇环数控	0.66
603129	春风动力	0.66
002898	赛隆药业	0.66
300711	广哈通信	0.66
300629	新劲刚	0.66
603079	圣达生物	0.66
002907	华森制药	0.65
002922	伊戈尔	0.65
603329	上海雅仕	0.65
002862	实丰文化	0.64
603773	沃格光电	0.64
300713	英可瑞	0.64
300745	欣锐科技	0.64
300584	海辰药业	0.64
688138	清溢光电	0.63
300609	汇纳科技	0.63
002888	惠威科技	0.63
603605	珀莱雅	0.62
600455	博通股份	0.62
300517	海波重科	0.62
300797	钢研纳克	0.62
603733	仙鹤股份	0.62
002923	润都股份	0.62
300706	阿石创	0.62
603681	永冠新材	0.62
603790	雅运股份	0.62
603721	中广天择	0.62
688010	福光股份	0.61
300573	兴齐眼药	0.61
002962	五方光电	0.6
300518	盛讯达	0.6
603013	亚普股份	0.6
603195	公牛集团	0.6
603221	爱丽家居	0.6
300840	酷特智能	0.6
002960	青鸟消防	0.6
002802	洪汇新材	0.6
603351	威尔药业	0.6
300698	万马科技	0.58
603706	东方环宇	0.58
002988	豪美新材	0.58
603185	上机数控	0.58
688266	泽璟制药	0.58
603950	长源东谷	0.58
603995	甬金股份	0.58
603685	晨丰科技	0.57
300803	指南针	0.57
300668	杰恩设计	0.57
603386	广东骏亚	0.57
688336	三生国健	0.56
688022	瀚川智能	0.56
603897	长城科技	0.56
688116	天奈科技	0.55
603810	丰山集团	0.55
300780	德恩精工	0.55
300557	理工光科	0.55
300763	锦浪科技	0.55
300702	天宇股份	0.55
603871	嘉友国际	0.55
688177	百奥泰	0.55
300743	天地数码	0.54
300824	北鼎股份	0.54
603110	东方材料	0.54
300801	泰和科技	0.54
300606	金太阳	0.54
300690	双一科技	0.54
002953	日丰股份	0.53
300650	太龙照明	0.52
603115	海星股份	0.52
300697	电工合金	0.52
002979	雷赛智能	0.52
603610	麒盛科技	0.52
002943	宇晶股份	0.52
300857	协创数据	0.52
300786	国林科技	0.52
688488	艾迪药业	0.51
300790	宇瞳光学	0.51
300619	金银河	0.51
300688	创业黑马	0.51
603297	永新光学	0.51
002915	中欣氟材	0.51
603683	晶华新材	0.5
603500	祥和实业	0.5
300788	中信出版	0.5
300554	三超新材	0.5
605108	同庆楼	0.5
605222	起帆电缆	0.5
300855	图南股份	0.5
300846	首都在线	0.5
603815	交建股份	0.5
603499	翔港科技	0.5
605188	国光连锁	0.5
300718	长盛轴承	0.5
300847	中船汉光	0.49
300563	神宇股份	0.49
603283	赛腾股份	0.49
603711	香飘飘	0.49
002947	恒铭达	0.49
002870	香山股份	0.48
002921	联诚精密	0.48
688363	华熙生物	0.48
002933	新兴装备	0.48
688128	中国电研	0.48
688098	申联生物	0.48
688108	赛诺医疗	0.48
603813	原尚股份	0.47
688568	中科星图	0.47
300683	海特生物	0.47
688158	优刻得	0.47
300753	爱朋医疗	0.47
300778	新城市	0.46
300776	帝尔激光	0.45
688520	神州细胞	0.45
688208	道通科技	0.45
300723	一品红	0.45
603408	建霖家居	0.45
002961	瑞达期货	0.45
002864	盘龙药业	0.45
300700	岱勒新材	0.45
002892	科力尔	0.45
688018	乐鑫科技	0.44
688377	迪威尔	0.44
603396	金辰股份	0.44
002972	科安达	0.44
688086	紫晶存储	0.44
603392	万泰生物	0.44
002940	昂利康	0.44
002931	锋龙股份	0.43
002970	锐明技术	0.43
688321	微芯生物	0.43
300742	越博动力	0.43
002890	弘宇股份	0.43
300769	德方纳米	0.43
002871	伟隆股份	0.43
688100	威胜信息	0.43
300717	华信新材	0.42
688085	三友医疗	0.42
603927	中科软	0.42
300805	电声股份	0.42
688333	铂力特	0.42
002919	名臣健康	0.42
688029	南微医学	0.42
603893	瑞芯微	0.42
300721	怡达股份	0.42
603662	柯力传感	0.42
300798	锦鸡股份	0.42
300720	海川智能	0.42
603217	元利科技	0.41
300508	维宏股份	0.41
300832	新产业	0.41
603719	良品铺子	0.41
603992	松霖科技	0.41
605118	力鼎光电	0.41
002973	侨银环保	0.41
300681	英搏尔	0.41
688011	新光光电	0.41
603439	贵州三力	0.41
603722	阿科力	0.41
002978	安宁股份	0.41
002901	大博医疗	0.41
300644	南京聚隆	0.4
603087	甘李药业	0.4
688278	特宝生物	0.4
002987	京北方	0.4
603786	科博达	0.4
605199	葫芦娃	0.4
603657	春光科技	0.4
603530	神马电力	0.4
603212	赛伍技术	0.4
603551	奥普家居	0.4
603290	斯达半导	0.4
603948	建业股份	0.4
300808	久量股份	0.4
300802	矩子科技	0.4
300800	力合科技	0.4
002971	和远气体	0.4
688099	晶晨股份	0.4
603666	亿嘉和	0.4
688418	震有科技	0.39
300809	华辰装备	0.39
002942	新农股份	0.39
002959	小熊电器	0.39
688166	博瑞医药	0.39
300727	润禾材料	0.39
688030	山石网科	0.39
300757	罗博特科	0.39
688566	吉贝尔	0.38
688001	华兴源创	0.38
603976	正川股份	0.38
688528	秦川物联	0.38
688186	广大特材	0.38
300701	森霸传感	0.38
002989	中天精装	0.38
002965	祥鑫科技	0.38
002963	豪尔赛	0.38
002985	北摩高科	0.38
603949	雪龙集团	0.37
688389	普门科技	0.37
002913	奥士康	0.37
300843	胜蓝股份	0.37
688016	心脉医疗	0.37
603109	神驰机电	0.37
688020	方邦股份	0.37
688233	神工股份	0.37
688028	沃尔德	0.36
300722	新余国科	0.36
688588	凌志软件	0.36
688579	山大地纬	0.36
300792	壹网壹创	0.36
002983	芯瑞达	0.35
688277	天智航	0.35
002975	博杰股份	0.35
688222	成都先导	0.35
300815	玉禾田	0.35
002813	路畅科技	0.35
002992	N宝明	0.35
002896	中大力德	0.34
300838	浙江力诺	0.34
603655	朗博科技	0.34
603506	南都物业	0.34
300710	万隆光电	0.34
603353	和顺石油	0.33
002980	华盛昌	0.33
300752	隆利科技	0.33
300756	中山金马	0.33
603095	越剑智能	0.33
603895	天永智能	0.33
605318	N法狮龙	0.32
688365	光云科技	0.32
688189	南新制药	0.32
603922	金鸿顺	0.32
300787	海能实业	0.32
002990	盛视科技	0.32
688256	寒武纪	0.31
688312	燕麦科技	0.31
688600	皖仪科技	0.3
300796	贝斯美	0.3
002932	明德生物	0.3
603489	八方股份	0.3
603629	利通电子	0.3
300791	仙乐健康	0.3
688558	国盛智科	0.3
688019	安集科技	0.3
603332	苏州龙杰	0.3
300806	斯迪克	0.29
688123	聚辰股份	0.29
603136	天目湖	0.29
300751	迈为股份	0.29
688196	卓越新能	0.29
603661	恒林股份	0.29
688268	华特气体	0.29
002986	宇新股份	0.28
300829	金丹科技	0.28
300856	科思股份	0.28
300553	集智股份	0.28
300828	锐新科技	0.28
300781	因赛集团	0.28
688298	东方生物	0.27
688199	久日新材	0.27
688218	江苏北人	0.27
002968	新大正	0.27
603076	乐惠国际	0.27
688089	嘉必优	0.27
300822	贝仕达克	0.27
603192	汇得科技	0.27
300850	新强联	0.27
688311	盟升电子	0.26
300839	博汇股份	0.26
688508	芯朋微	0.26
002982	湘佳股份	0.26
300817	双飞股份	0.25
300729	乐歌股份	0.25
300795	米奥会展	0.25
603059	倍加洁	0.25
300849	锦盛新材	0.25
300842	帝科股份	0.25
300837	浙矿股份	0.25
300564	筑博设计	0.25
002976	瑞玛工业	0.25
300819	聚杰微纤	0.25
603755	日辰股份	0.25
688589	力合微	0.25
688096	京源环保	0.24
688188	柏楚电子	0.24
002981	朝阳科技	0.24
300820	英杰电气	0.24
688026	洁特生物	0.24
300823	建科机械	0.23
688466	金科环境	0.23
002991	甘源食品	0.23
300845	捷安高科	0.23
300785	值得买	0.23
688118	普元信息	0.23
688025	杰普特	0.22
300851	交大思诺	0.22
688050	爱博医疗	0.21
688181	八亿时空	0.21
688288	鸿泉物联	0.21
300833	浩洋股份	0.21
688310	迈得医疗	0.21
688258	卓易信息	0.21
300858	科拓生物	0.21
688300	联瑞新材	0.2
300853	申昊科技	0.2
688198	佰仁医疗	0.2
688516	奥特维	0.2
688178	万德斯	0.2
603709	中源家居	0.2
300826	测绘股份	0.2
300816	艾可蓝	0.2
300810	中科海讯	0.2
688159	有方科技	0.19
688360	德马科技	0.19
300812	易天股份	0.19
688358	祥生医疗	0.19
300689	澄天伟业	0.19
688021	奥福环保	0.19
688555	泽达易盛	0.19
688037	芯源微	0.19
688369	致远互联	0.18
300827	上能电气	0.18
688598	金博股份	0.18
688077	大地熊	0.18
688398	赛特新材	0.18
688309	恒誉环保	0.18
688157	松井股份	0.18
002977	天箭科技	0.18
688051	佳华科技	0.18
300835	龙磁科技	0.18
300818	耐普矿机	0.18
688081	兴图新科	0.17
605168	三人行	0.17
688039	当虹科技	0.17
300807	天迈科技	0.17
300799	左江科技	0.17
688500	慧辰资讯	0.17
688078	龙软科技	0.17
300695	兆丰股份	0.17
300848	美瑞新材	0.17
688027	国盾量子	0.16
688023	安恒信息	0.16
688580	伟思医疗	0.16
688169	石头科技	0.16
688318	财富趋势	0.15
688366	昊海生科	0.15
688090	瑞松科技	0.15
300841	康华生物	0.15
688068	热景生物	0.15
688368	晶丰明源	0.15
688228	开普云	0.15
300811	铂科新材	0.14
300852	四会富仕	0.14
688399	硕世生物	0.14
688357	建龙微纳	0.14
688069	德林海	0.14
688060	云涌科技	0.14
688200	华峰测控	0.13
688202	美迪西	0.13
300813	泰林生物	0.13
688004	博汇科技	0.13
605288	凯迪股份	0.13
300836	佰奥智能	0.12
688168	安博通	0.12
688080	映翰通	0.12
300789	唐源电气	0.12
688058	宝兰德	0.1
002993	奥海科技	--  
603931	格林达	--  
605003	众望布艺	--  
605066	天正电气	--  
605088	冠盛股份	--  
605100	华丰股份	--  
605158	华达新材	--  
605333	沪光股份	--  
605366	宏柏新材	--  
605388	均瑶健康	--  
605399	晨光新材	--  
688055	龙腾光电	--  
688065	凯赛生物	--  
688155	先惠技术	--  
688185	康希诺	--  
688229	博睿数据	--  
688286	敏芯股份	--  
688313	仕佳光子	--  
688335	复洁环保	--  
688338	赛科希德	--  
688339	亿华通	--  
688379	华光新材	--  
688393	安必平	--  
688519	南亚新材	--  
688521	芯原股份	--  
688556	高测股份	--  
688596	正帆科技	--  
300869	康泰医学	--  
300868	杰美特	--  
300867	圣元环保	--  
300866	安克创新	--  
300865	大宏立	--  
300863	卡倍亿	--  
300862	蓝盾光电	--  
300861	美畅股份	--  
300860	锋尚文化	--  
300859	西域旅游	--  
002995	天地在线	--  
数据来源:通达信		
